ID	Source	SOURCE_coord	Dest	DEST_coord  count
591	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	8508
592	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	1443
593	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1335
594	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1660
595	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	Tulsa, OK Metro Area	 36.1556805,-95.9929113	1165
596	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	Waco, TX Metro Area	 31.549333,-97.1466695	1699
597	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1144
598	Huntington-Ashland, WV-KY-OH Metro Area	 38.4192496,-82.445154	Charleston, WV Metro Area	 38.3505995,-81.6332812	1890
599	Huntsville, AL Metro Area	 33.561968,-86.798814	Birmingham-Hoover, AL Metro Area	 33.570499,-86.765783	1283
600	Huntsville, AL Metro Area	 33.561968,-86.798814	Decatur, AL Metro Area	 40.855019,-78.269096	1184
601	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1068
602	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Bloomington, IN Metro Area	 39.1670396,-86.5342881	5521
603	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3414
604	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	1343
605	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Columbus, IN Metro Area	 39.730727,-82.604837	1008
606	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1228
607	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Evansville, IN-KY Metro Area	 37.9716, -87.5711	1050
608	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Lafayette-West Lafayette, IN Metro Area	 40.4167022,-86.8752869	3075
609	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Louisville/Jefferson County, KY-IN Metro Area	 38.209237,-85.7038502	1322
610	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Muncie, IN Metro Area	 40.1936683,-85.3865114	4162
611	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	1228
612	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1597
613	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	South Bend-Mishawaka, IN-MI Metro Area	 41.6833813,-86.2500066	1115
614	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	Terre Haute, IN Metro Area	 39.4667025,-87.4139119	2035
615	Iowa City, IA Metro Area	 41.6612561,-91.5299106	Cedar Rapids, IA Metro Area	 41.9758872,-91.6704053	1837
616	Iowa City, IA Metro Area	 41.6612561,-91.5299106	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1130
617	Ithaca, NY Metro Area	 42.4396039,-76.4968019	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1321
618	Jackson, MI Metro Area	 32.2990384,-90.1847691	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	1174
619	Jackson, MS Metro Area	 28.5308017,-81.3032443107611	Hattiesburg, MS Metro Area	 31.3271189,-89.2903392	1384
620	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1912
621	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Deltona-Daytona Beach-Ormond Beach, FL Metro Area	 28.9005446,-81.2636738	1654
622	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Gainesville, FL Metro Area	 29.67357765,-82.3233746019217	1815
623	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2010
624	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Naples-Immokalee-Marco Island, FL Metro Area	 26.1421976,-81.7942944	1039
625	Jacksonville, FL Metro Area	 30.3321838,-81.655651	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1240
626	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	2810
627	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Pensacola-Ferry Pass-Brent, FL Metro Area	 30.421309,-87.2169149	1327
628	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	2134
629	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	2504
630	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	1850
631	Jacksonville, FL Metro Area	 30.3321838,-81.655651	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1244
632	Jacksonville, NC Metro Area	 34.7494749,-77.4208221	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1572
633	Janesville-Beloit, WI Metro Area	 42.6829765,-89.0226793	Madison, WI Metro Area	 43.074761,-89.3837613	1129
634	Jefferson City, MO Metro Area	 38.577359,-92.1724265	Columbia, MO Metro Area	 38.951883,-92.3337366	1049
635	Johnson City, TN Metro Area	 36.3134398,-82.3534728	Kingsport-Bristol-Bristol, TN-VA Metro Area	 36.550238,-82.5594293	2177
636	Johnstown, PA Metro Area	 40.3267407,-78.9219698	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	1129
637	Kahului-Wailuku-Lahaina, HI Metro Area	 20.8894101,-156.4727118	Honolulu, HI Metro Area	 21.3250785,-157.846644178573	1076
638	Kalamazoo-Portage, MI Metro Area	 42.291707,-85.5872286	Battle Creek, MI Metro Area	 42.3192548,-85.1824269	1278
639	Kalamazoo-Portage, MI Metro Area	 42.291707,-85.5872286	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	1267
640	Kalamazoo-Portage, MI Metro Area	 42.291707,-85.5872286	Grand Rapids-Wyoming, MI Metro Area	 42.9142413,-85.533004	2201
641	Kankakee, IL Metro Area	 41.1200325,-87.8611531	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1622
642	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1071
643	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Columbia, MO Metro Area	 38.951883,-92.3337366	1643
644	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2371
645	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	1073
646	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1489
647	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Lawrence, KS Metro Area	 38.9719384,-95.2359496	3590
648	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Manhattan, KS Metro Area	 39.1836082,-96.5716694	1670
649	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1106
650	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1008
651	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Springfield, MO Metro Area	 37.2166779,-93.2920373	2025
652	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	St. Joseph, MO-KS Metro Area	 39.7686055,-94.8466322	2854
653	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	2626
654	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Topeka, KS Metro Area	 39.049011,-95.677556	1177
655	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	Wichita, KS Metro Area	 37.6922361,-97.3375448	1681
656	Kennewick-Richland, WA Metro Area	 46.2083948,-119.1202072	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1615
657	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	3190
658	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	3029
659	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1959
660	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	1560
661	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	Waco, TX Metro Area	 31.549333,-97.1466695	1461
662	Kingsport-Bristol-Bristol, TN-VA Metro Area	 36.550238,-82.5594293	Johnson City, TN Metro Area	 36.3134398,-82.3534728	2178
663	Kingston, NY Metro Area	 41.9287812,-74.0023702	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3407
664	Knoxville, TN Metro Area	 35.9603948,-83.9210261	Chattanooga, TN-GA Metro Area	 35.0456297,-85.3096801	1258
665	Knoxville, TN Metro Area	 35.9603948,-83.9210261	Morristown, TN Metro Area	 36.2139814,-83.2948923	1307
666	Knoxville, TN Metro Area	 35.9603948,-83.9210261	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	3073
667	Lafayette, LA Metro Area	 30.2240897,-92.0198427	Baton Rouge, LA Metro Area	 30.4459596,-91.18738	1493
668	Lafayette, LA Metro Area	 30.2240897,-92.0198427	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1421
669	Lafayette, LA Metro Area	 30.2240897,-92.0198427	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	1628
670	Lafayette-West Lafayette, IN Metro Area	 40.4167022,-86.8752869	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1090
671	Lafayette-West Lafayette, IN Metro Area	 40.4167022,-86.8752869	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	1652
672	Lake Charles, LA Metro Area	 30.2265949,-93.2173759	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1084
673	Lake Havasu City-Kingman, AZ Metro Area	 34.4838502,-114.3224495	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	1726
674	Lake Havasu City-Kingman, AZ Metro Area	 34.4838502,-114.3224495	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	2352
675	Lake Havasu City-Kingman, AZ Metro Area	 34.4838502,-114.3224495	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	1046
676	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	1047
677	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	7347
678	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	Port St. Lucie, FL Metro Area	 27.2939333,-80.3503283	1274
679	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	3729
680	Lancaster, PA Metro Area	 40.03813,-76.3056686	Harrisburg-Carlisle, PA Metro Area	 40.2663107,-76.8861122	1387
681	Lancaster, PA Metro Area	 40.03813,-76.3056686	Lebanon, PA Metro Area	 40.3429683,-76.4233816	1414
682	Lancaster, PA Metro Area	 40.03813,-76.3056686	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2257
683	Lancaster, PA Metro Area	 40.03813,-76.3056686	York-Hanover, PA Metro Area	 39.962398,-76.727392	1178
684	Lansing-East Lansing, MI Metro Area	 42.7337712,-84.5553805	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	3296
685	Lansing-East Lansing, MI Metro Area	 42.7337712,-84.5553805	Grand Rapids-Wyoming, MI Metro Area	 42.9142413,-85.533004	2000
686	Lansing-East Lansing, MI Metro Area	 42.7337712,-84.5553805	Kalamazoo-Portage, MI Metro Area	 42.291707,-85.5872286	1121
687	Laredo, TX Metro Area	 27.5199841,-99.4953764	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	1660
688	Las Cruces, NM Metro Area	 32.3140354,-106.7798078	Albuquerque, NM Metro Area	 35.0841034,-106.6509851	1706
689	Las Cruces, NM Metro Area	 32.3140354,-106.7798078	El Paso, TX Metro Area	 31.7600372,-106.487287	2103
690	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1149
691	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1673
692	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	1379
693	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Lake Havasu City-Kingman, AZ Metro Area	 34.4838502,-114.3224495	1352
694	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	7533
695	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	3285
696	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Reno, NV Metro Area	 39.52927,-119.8136744	2798
697	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	3672
698	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	1383
699	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	1072
700	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	2551
701	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1498
702	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1894
703	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	St. George, UT Metro Area	 37.104153,-113.5841313	1042
704	Lawrence, KS Metro Area	 38.9719384,-95.2359496	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	3945
705	Lawrence, KS Metro Area	 38.9719384,-95.2359496	Topeka, KS Metro Area	 39.049011,-95.677556	1057
706	Lawton, OK Metro Area	 34.6086854,-98.3903305	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	1863
707	Lewiston-Auburn, ME Metro Area	 44.100351,-70.2147764	Portland-South Portland, ME Metro Area	 43.6591,-70.2568	1717
708	Lexington-Fayette, KY Metro Area	 38.0464066,-84.4970393	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	1529
709	Lexington-Fayette, KY Metro Area	 38.0464066,-84.4970393	Louisville/Jefferson County, KY-IN Metro Area	 38.209237,-85.7038502	2552
710	Lincoln, NE Metro Area	 40.8,-96.667821	Omaha-Council Bluffs, NE-IA Metro Area	 41.2587317,-95.9378732	3869
711	Little Rock-North Little Rock-Conway, AR Metro Area	 34.7464809,-92.2895948	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1505
712	Little Rock-North Little Rock-Conway, AR Metro Area	 34.7464809,-92.2895948	Fayetteville-Springdale-Rogers, AR-MO Metro Area	 36.0625843,-94.1574328	2028
713	Little Rock-North Little Rock-Conway, AR Metro Area	 34.7464809,-92.2895948	Memphis, TN-MS-AR Metro Area	 35.1490215,-90.0516285	1020
714	Logan, UT-ID Metro Area	 41.7313447,-111.8348631	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	1754
715	Logan, UT-ID Metro Area	 41.7313447,-111.8348631	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	1374
716	Longview, TX Metro Area	 32.5007038,-94.7404891	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1245
717	Longview, TX Metro Area	 32.5007038,-94.7404891	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1104
718	Longview, TX Metro Area	 32.5007038,-94.7404891	Tyler, TX Metro Area	 32.3512601,-95.3010624	1052
719	Longview, WA Metro Area	 46.1377048,-122.9344623	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	1824
720	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2891
721	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	2509
722	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Bakersfield, CA Metro Area	 35.3738712,-119.0194639	11749
723	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Boise City, ID Metro Area	 43.60081625,-116.242110153775	1241
724	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	3199
725	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	1170
726	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	4382
727	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	7834
728	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	3922
729	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	1080
730	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Flagstaff, AZ Metro Area	 35.199458,-111.6514259	1074
731	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Fresno, CA Metro Area	 36.7295295,-119.708861260756	4621
732	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Honolulu, HI Metro Area	 21.3250785,-157.846644178573	2092
733	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	4942
734	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	1081
735	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Lake Havasu City-Kingman, AZ Metro Area	 34.4838502,-114.3224495	1352
736	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	15264
737	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Madera, CA Metro Area	 37.1716264,-119.7737991	1623
738	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Merced, CA Metro Area	 37.3029568,-120.4843269	1258
739	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2347
740	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	1897
741	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	1284
742	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	9486
743	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	10835
744	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	1492
745	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	9908
