Metros,Original Rank,Weighted Rank,Delta Rank
"('San Antonio-New Braunfels, TX Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",803,219,-584
"('Waterloo-Cedar Falls, IA Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",804,827,23
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'San Antonio-New Braunfels, TX Metro Area')",805,810,5
"('Cleveland-Elyria, OH Metro Area', 'Toledo, OH Metro Area')",806,778,-28
"('Fayetteville, NC Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",807,796,-11
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",808,444,-364
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Rapid City, SD Metro Area')",809,767,-42
"('Sioux City, IA-NE-SD Metro Area', 'Sioux Falls, SD Metro Area')",810,792,-18
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",812,790,-22
"('St. George, UT Metro Area', 'Las Vegas-Henderson-Paradise, NV Metro Area')",813,1034,221
"('Detroit-Warren-Dearborn, MI Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",814,824,10
"('Panama City, FL Metro Area', 'Tallahassee, FL Metro Area')",815,806,-9
"('Salt Lake City, UT Metro Area', 'Provo-Orem, UT Metro Area')",816,1000,184
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",817,816,-1
"('Rocky Mount, NC Metro Area', 'Raleigh, NC Metro Area')",818,395,-423
"('Wilmington, NC Metro Area', 'Raleigh, NC Metro Area')",819,384,-435
"('Mobile, AL Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",820,825,5
"('Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area', 'Columbia, SC Metro Area')",821,453,-368
"('Austin-Round Rock, TX Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",822,211,-611
"('Omaha-Council Bluffs, NE-IA Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",824,809,-15
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'Corpus Christi, TX Metro Area')",825,698,-127
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Greenville-Anderson-Mauldin, SC Metro Area')",827,829,2
"('Des Moines-West Des Moines, IA Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",828,798,-30
"('Missoula, MT Metro Area', 'Great Falls, MT Metro Area')",829,484,-345
"('San Antonio-New Braunfels, TX Metro Area', 'Corpus Christi, TX Metro Area')",830,1011,181
"('Crestview-Fort Walton Beach-Destin, FL Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",831,815,-16
"('Phoenix-Mesa-Scottsdale, AZ Metro Area', 'Lake Havasu City-Kingman, AZ Metro Area')",832,564,-268
"('Omaha-Council Bluffs, NE-IA Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",834,823,-11
"('Raleigh, NC Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",838,64,-774
"('Mobile, AL Metro Area', 'Birmingham-Hoover, AL Metro Area')",839,799,-40
"('Phoenix-Mesa-Scottsdale, AZ Metro Area', 'Provo-Orem, UT Metro Area')",841,908,67
"('Panama City, FL Metro Area', 'Pensacola-Ferry Pass-Brent, FL Metro Area')",842,818,-24
"('Denver-Aurora-Lakewood, CO Metro Area', 'Seattle-Tacoma-Bellevue, WA Metro Area')",843,808,-35
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Columbus, OH Metro Area')",844,834,-10
"('Denver-Aurora-Lakewood, CO Metro Area', 'Albuquerque, NM Metro Area')",845,108,-737
"('Crestview-Fort Walton Beach-Destin, FL Metro Area', 'Orlando-Kissimmee-Sanford, FL Metro Area')",847,807,-40
"('New Orleans-Metairie, LA Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",848,828,-20
"('Omaha-Council Bluffs, NE-IA Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",849,839,-10
"('St. George, UT Metro Area', 'Salt Lake City, UT Metro Area')",850,458,-392
"('Columbus, OH Metro Area', 'Cincinnati, OH-KY-IN Metro Area')",852,831,-21
"('Sioux Falls, SD Metro Area', 'Rapid City, SD Metro Area')",853,893,40
"('Sioux City, IA-NE-SD Metro Area', 'Omaha-Council Bluffs, NE-IA Metro Area')",854,841,-13
"('Detroit-Warren-Dearborn, MI Metro Area', 'Columbus, OH Metro Area')",855,874,19
"('Columbus, OH Metro Area', 'Toledo, OH Metro Area')",856,881,25
"('Crestview-Fort Walton Beach-Destin, FL Metro Area', 'Pensacola-Ferry Pass-Brent, FL Metro Area')",857,1076,219
"('Columbus, OH Metro Area', 'Cleveland-Elyria, OH Metro Area')",858,826,-32
"('Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area', 'Memphis, TN-MS-AR Metro Area')",860,844,-16
"('Omaha-Council Bluffs, NE-IA Metro Area', 'Kansas City, MO-KS Metro Area')",861,830,-31
"('Waterloo-Cedar Falls, IA Metro Area', 'Des Moines-West Des Moines, IA Metro Area')",862,797,-65
"('Springfield, MO Metro Area', 'Kansas City, MO-KS Metro Area')",864,833,-31
"('Denver-Aurora-Lakewood, CO Metro Area', 'Kansas City, MO-KS Metro Area')",865,842,-23
"('Watertown-Fort Drum, NY Metro Area', 'Killeen-Temple, TX Metro Area')",866,850,-16
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Urban Honolulu, HI Metro Area')",867,846,-21
"('Fayetteville, NC Metro Area', 'El Paso, TX Metro Area')",868,847,-21
"('Urban Honolulu, HI Metro Area', 'Seattle-Tacoma-Bellevue, WA Metro Area')",869,845,-24
"('Memphis, TN-MS-AR Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",870,836,-34
"('Daphne-Fairhope-Foley, AL Metro Area', 'Birmingham-Hoover, AL Metro Area')",871,820,-51
"('Burlington, NC Metro Area', 'Greensboro-High Point, NC Metro Area')",872,1060,188
"('Orlando-Kissimmee-Sanford, FL Metro Area', 'Tampa-St. Petersburg-Clearwater, FL Metro Area')",873,904,31
"('Cincinnati, OH-KY-IN Metro Area', 'Columbus, OH Metro Area')",874,851,-23
"('Hammond, LA Metro Area', 'New Orleans-Metairie, LA Metro Area')",875,868,-7
"('Urban Honolulu, HI Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",876,838,-38
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Raleigh, NC Metro Area')",877,849,-28
"('Tampa-St. Petersburg-Clearwater, FL Metro Area', 'North Port-Sarasota-Bradenton, FL Metro Area')",878,894,16
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Orlando-Kissimmee-Sanford, FL Metro Area')",879,857,-22
"('Little Rock-North Little Rock-Conway, AR Metro Area', 'Memphis, TN-MS-AR Metro Area')",880,861,-19
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Pensacola-Ferry Pass-Brent, FL Metro Area')",881,209,-672
"('Cleveland-Elyria, OH Metro Area', 'Columbus, OH Metro Area')",882,856,-26
"('Des Moines-West Des Moines, IA Metro Area', 'Omaha-Council Bluffs, NE-IA Metro Area')",883,852,-31
"('Louisville/Jefferson County, KY-IN Metro Area', 'Cincinnati, OH-KY-IN Metro Area')",884,864,-20
"('Cincinnati, OH-KY-IN Metro Area', 'Louisville/Jefferson County, KY-IN Metro Area')",885,858,-27
"('Jacksonville, FL Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",886,865,-21
"('Appleton, WI Metro Area', 'Green Bay, WI Metro Area')",887,876,-11
"('Louisville/Jefferson County, KY-IN Metro Area', 'Lexington-Fayette, KY Metro Area')",888,862,-26
"('Indianapolis-Carmel-Anderson, IN Metro Area', 'Cincinnati, OH-KY-IN Metro Area')",889,863,-26
"('Cedar Rapids, IA Metro Area', 'Des Moines-West Des Moines, IA Metro Area')",891,867,-24
"('Salisbury, MD-DE Metro Area', 'Baltimore-Columbia-Towson, MD Metro Area')",892,854,-38
"('Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area', 'Louisville/Jefferson County, KY-IN Metro Area')",893,866,-27
"('Kingsport-Bristol-Bristol, TN-VA Metro Area', 'Virginia Beach-Norfolk-Newport News, VA-NC Metro Area')",894,1072,178
"('Memphis, TN-MS-AR Metro Area', 'Little Rock-North Little Rock-Conway, AR Metro Area')",895,895,0
"('Jackson, MS Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",896,840,-56
"('Columbus, OH Metro Area', 'Mansfield, OH Metro Area')",897,869,-28
"('Greenville-Anderson-Mauldin, SC Metro Area', 'Charlotte-Concord-Gastonia, NC-SC Metro Area')",898,873,-25
"('Minneapolis-St. Paul-Bloomington, MN-WI Metro Area', 'Madison, WI Metro Area')",899,897,-2
"('Akron, OH Metro Area', 'Youngstown-Warren-Boardman, OH-PA Metro Area')",900,870,-30
"('Las Cruces, NM Metro Area', 'Albuquerque, NM Metro Area')",902,878,-24
"('Albuquerque, NM Metro Area', 'Las Cruces, NM Metro Area')",903,910,7
"('Boise City, ID Metro Area', 'Portland-Vancouver-Hillsboro, OR-WA Metro Area')",904,871,-33
"('Louisville/Jefferson County, KY-IN Metro Area', 'Bowling Green, KY Metro Area')",905,892,-13
"('Memphis, TN-MS-AR Metro Area', 'Jackson, MS Metro Area')",907,887,-20
"('Toledo, OH Metro Area', 'Monroe, MI Metro Area')",908,919,11
"('Albuquerque, NM Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",909,879,-30
"('Madison, WI Metro Area', 'Janesville-Beloit, WI Metro Area')",910,945,35
"('Madison, WI Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",911,882,-29
"('San Diego-Carlsbad, CA Metro Area', 'Riverside-San Bernardino-Ontario, CA Metro Area')",912,964,52
"('Lexington-Fayette, KY Metro Area', 'Louisville/Jefferson County, KY-IN Metro Area')",913,884,-29
"('Durham-Chapel Hill, NC Metro Area', 'Raleigh, NC Metro Area')",914,877,-37
"('Jackson, MS Metro Area', 'Memphis, TN-MS-AR Metro Area')",915,886,-29
"('Bowling Green, KY Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",916,925,9
"('Tampa-St. Petersburg-Clearwater, FL Metro Area', 'Orlando-Kissimmee-Sanford, FL Metro Area')",917,923,6
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Fayetteville, NC Metro Area')",918,943,25
"('Chattanooga, TN-GA Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",919,900,-19
"('Allentown-Bethlehem-Easton, PA-NJ Metro Area', 'Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area')",920,888,-32
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Tampa-St. Petersburg-Clearwater, FL Metro Area')",921,906,-15
"('Dayton, OH Metro Area', 'Columbus, OH Metro Area')",922,898,-24
"('Columbia, MO Metro Area', 'Kansas City, MO-KS Metro Area')",923,901,-22
"('Little Rock-North Little Rock-Conway, AR Metro Area', 'Hot Springs, AR Metro Area')",924,965,41
"('Fayetteville, NC Metro Area', 'Raleigh, NC Metro Area')",925,896,-29
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area')",926,907,-19
"('Huntington-Ashland, WV-KY-OH Metro Area', 'Lexington-Fayette, KY Metro Area')",928,902,-26
"('Columbia, SC Metro Area', 'Greenville-Anderson-Mauldin, SC Metro Area')",929,956,27
"('Madison, WI Metro Area', 'Milwaukee-Waukesha-West Allis, WI Metro Area')",931,909,-22
"('Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area', 'Chattanooga, TN-GA Metro Area')",932,889,-43
"('Cleveland, TN Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",935,934,-1
"('Kansas City, MO-KS Metro Area', 'Joplin, MO Metro Area')",936,903,-33
"('San Jose-Sunnyvale-Santa Clara, CA Metro Area', 'Salinas, CA Metro Area')",938,638,-300
"('Niles-Benton Harbor, MI Metro Area', 'Kalamazoo-Portage, MI Metro Area')",939,912,-27
"('Indianapolis-Carmel-Anderson, IN Metro Area', 'Lafayette-West Lafayette, IN Metro Area')",940,914,-26
"('San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area', 'San Francisco-Oakland-Hayward, CA Metro Area')",941,899,-42
"('Youngstown-Warren-Boardman, OH-PA Metro Area', 'Cleveland-Elyria, OH Metro Area')",942,913,-29
"('Monroe, MI Metro Area', 'Toledo, OH Metro Area')",943,1208,265
"('San Diego-Carlsbad, CA Metro Area', 'Urban Honolulu, HI Metro Area')",944,938,-6
"('Charleston-North Charleston, SC Metro Area', 'Charlotte-Concord-Gastonia, NC-SC Metro Area')",945,920,-25
"('Dalton, GA Metro Area', 'Chattanooga, TN-GA Metro Area')",946,918,-28
"('Detroit-Warren-Dearborn, MI Metro Area', 'Midland, MI Metro Area')",947,718,-229
"('Detroit-Warren-Dearborn, MI Metro Area', 'Toledo, OH Metro Area')",948,915,-33
"('Chattanooga, TN-GA Metro Area', 'Knoxville, TN Metro Area')",949,922,-27
"('Austin-Round Rock, TX Metro Area', 'San Antonio-New Braunfels, TX Metro Area')",950,1009,59
"('Springfield, IL Metro Area', 'St. Louis, MO-IL Metro Area')",951,916,-35
"('Birmingham-Hoover, AL Metro Area', 'Auburn-Opelika, AL Metro Area')",952,928,-24
"('San Antonio-New Braunfels, TX Metro Area', 'Austin-Round Rock, TX Metro Area')",953,957,4
"('Hattiesburg, MS Metro Area', 'Jackson, MS Metro Area')",954,860,-94
"('Norwich-New London, CT Metro Area', 'Worcester, MA-CT Metro Area')",955,1161,206
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Charleston-North Charleston, SC Metro Area')",956,933,-23
"('Jackson, MS Metro Area', 'Hattiesburg, MS Metro Area')",957,926,-31
"('Tampa-St. Petersburg-Clearwater, FL Metro Area', 'Gainesville, FL Metro Area')",959,940,-19
"('The Villages, FL Metro Area', 'Ocala, FL Metro Area')",960,1200,240
"('Gulfport-Biloxi-Pascagoula, MS Metro Area', 'Mobile, AL Metro Area')",961,1092,131
"('Killeen-Temple, TX Metro Area', 'Austin-Round Rock, TX Metro Area')",962,971,9
"('Kansas City, MO-KS Metro Area', 'Springfield, MO Metro Area')",963,939,-24
"('Kansas City, MO-KS Metro Area', 'Columbia, MO Metro Area')",964,930,-34
"('Kansas City, MO-KS Metro Area', 'Jefferson City, MO Metro Area')",965,931,-34
"('Hartford-West Hartford-East Hartford, CT Metro Area', 'Boston-Cambridge-Newton, MA-NH Metro Area')",966,883,-83
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Durham-Chapel Hill, NC Metro Area')",968,936,-32
"('Birmingham-Hoover, AL Metro Area', 'Anniston-Oxford-Jacksonville, AL Metro Area')",969,932,-37
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'Mobile, AL Metro Area')",970,793,-177
"('Milwaukee-Waukesha-West Allis, WI Metro Area', 'Madison, WI Metro Area')",971,929,-42
"('Urban Honolulu, HI Metro Area', 'San Diego-Carlsbad, CA Metro Area')",972,976,4
"('Memphis, TN-MS-AR Metro Area', 'Gulfport-Biloxi-Pascagoula, MS Metro Area')",973,1093,120
"('Racine, WI Metro Area', 'Milwaukee-Waukesha-West Allis, WI Metro Area')",974,949,-25
"('Omaha-Council Bluffs, NE-IA Metro Area', 'Des Moines-West Des Moines, IA Metro Area')",975,947,-28
"('Jefferson City, MO Metro Area', 'Columbia, MO Metro Area')",976,331,-645
"('Stockton-Lodi, CA Metro Area', 'Sacramento--Roseville--Arden-Arcade, CA Metro Area')",977,979,2
"('Auburn-Opelika, AL Metro Area', 'Birmingham-Hoover, AL Metro Area')",978,946,-32
"('Des Moines-West Des Moines, IA Metro Area', 'Ames, IA Metro Area')",979,941,-38
"('Owensboro, KY Metro Area', 'Evansville, IN-KY Metro Area')",980,942,-38
"('Kalamazoo-Portage, MI Metro Area', 'Grand Rapids-Wyoming, MI Metro Area')",982,944,-38
"('Fayetteville, NC Metro Area', 'Colorado Springs, CO Metro Area')",984,950,-34
"('Joplin, MO Metro Area', 'Springfield, MO Metro Area')",985,952,-33
"('Urban Honolulu, HI Metro Area', 'Las Vegas-Henderson-Paradise, NV Metro Area')",986,958,-28
"('Little Rock-North Little Rock-Conway, AR Metro Area', 'Fayetteville-Springdale-Rogers, AR-MO Metro Area')",987,951,-36
"('Milwaukee-Waukesha-West Allis, WI Metro Area', 'Racine, WI Metro Area')",988,948,-40
"('Greenville-Anderson-Mauldin, SC Metro Area', 'Columbia, SC Metro Area')",989,955,-34
"('Gulfport-Biloxi-Pascagoula, MS Metro Area', 'Jackson, MS Metro Area')",990,1023,33
"('Fayetteville, NC Metro Area', 'Clarksville, TN-KY Metro Area')",992,1193,201
"('Lakeland-Winter Haven, FL Metro Area', 'Tampa-St. Petersburg-Clearwater, FL Metro Area')",993,982,-11
"('Lafayette, LA Metro Area', 'New Orleans-Metairie, LA Metro Area')",994,960,-34
"('Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area', 'Wilmington, NC Metro Area')",995,963,-32
"('Omaha-Council Bluffs, NE-IA Metro Area', 'Grand Island, NE Metro Area')",996,954,-42
"('Baton Rouge, LA Metro Area', 'New Orleans-Metairie, LA Metro Area')",998,973,-25
"('Durham-Chapel Hill, NC Metro Area', 'Burlington, NC Metro Area')",999,755,-244
"('Charleston, WV Metro Area', 'Morgantown, WV Metro Area')",1000,961,-39
"('Owensboro, KY Metro Area', 'Bowling Green, KY Metro Area')",1002,1115,113
"('Des Moines-West Des Moines, IA Metro Area', 'Waterloo-Cedar Falls, IA Metro Area')",1003,962,-41
"('Dubuque, IA Metro Area', 'Des Moines-West Des Moines, IA Metro Area')",1004,967,-37
"('Little Rock-North Little Rock-Conway, AR Metro Area', 'Jonesboro, AR Metro Area')",1005,978,-27
"('Tampa-St. Petersburg-Clearwater, FL Metro Area', 'Lakeland-Winter Haven, FL Metro Area')",1007,980,-27
"('Green Bay, WI Metro Area', 'Milwaukee-Waukesha-West Allis, WI Metro Area')",1008,974,-34
"('Raleigh, NC Metro Area', 'Greensboro-High Point, NC Metro Area')",1010,972,-38
"('Fort Smith, AR-OK Metro Area', 'Little Rock-North Little Rock-Conway, AR Metro Area')",1012,990,-22
"('Pittsburgh, PA Metro Area', 'State College, PA Metro Area')",1013,983,-30
"('Salt Lake City, UT Metro Area', 'St. George, UT Metro Area')",1015,1004,-11
"('Mobile, AL Metro Area', 'Gulfport-Biloxi-Pascagoula, MS Metro Area')",1016,977,-39
"('Missoula, MT Metro Area', 'Boise City, ID Metro Area')",1017,970,-47
"('Columbia, SC Metro Area', 'Augusta-Richmond County, GA-SC Metro Area')",1018,981,-37
"('Harrisburg-Carlisle, PA Metro Area', 'York-Hanover, PA Metro Area')",1019,975,-44
"('Virginia Beach-Norfolk-Newport News, VA-NC Metro Area', 'Richmond, VA Metro Area')",1020,1045,25
"('Tampa-St. Petersburg-Clearwater, FL Metro Area', 'Tallahassee, FL Metro Area')",1021,988,-33
"('Joplin, MO Metro Area', 'Fayetteville-Springdale-Rogers, AR-MO Metro Area')",1022,986,-36
"('Mobile, AL Metro Area', 'Daphne-Fairhope-Foley, AL Metro Area')",1023,1029,6
"('Baton Rouge, LA Metro Area', 'Alexandria, LA Metro Area')",1025,1041,16
"('York-Hanover, PA Metro Area', 'Harrisburg-Carlisle, PA Metro Area')",1026,985,-41
"('Gainesville, FL Metro Area', 'Tampa-St. Petersburg-Clearwater, FL Metro Area')",1027,987,-40
"('Tulsa, OK Metro Area', 'Lafayette, LA Metro Area')",1028,1012,-16
"('Jacksonville, FL Metro Area', 'Pensacola-Ferry Pass-Brent, FL Metro Area')",1031,1049,18
"('Greenville-Anderson-Mauldin, SC Metro Area', 'Hilton Head Island-Bluffton-Beaufort, SC Metro Area')",1032,1073,41
"('Corpus Christi, TX Metro Area', 'San Antonio-New Braunfels, TX Metro Area')",1033,1156,123
"('Greensboro-High Point, NC Metro Area', 'Raleigh, NC Metro Area')",1034,991,-43
"('Greenville, NC Metro Area', 'New Bern, NC Metro Area')",1035,1110,75
"('Wilmington, NC Metro Area', 'Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area')",1036,994,-42
"('Des Moines-West Des Moines, IA Metro Area', 'Iowa City, IA Metro Area')",1037,992,-45
"('Grand Rapids-Wyoming, MI Metro Area', 'Lansing-East Lansing, MI Metro Area')",1038,989,-49
"('Sioux City, IA-NE-SD Metro Area', 'Oklahoma City, OK Metro Area')",1039,999,-40
"('Little Rock-North Little Rock-Conway, AR Metro Area', 'Fort Smith, AR-OK Metro Area')",1040,1007,-33
"('St. George, UT Metro Area', 'Sioux City, IA-NE-SD Metro Area')",1041,1099,58
"('Merced, CA Metro Area', 'Fresno, CA Metro Area')",1043,1022,-21
"('Oklahoma City, OK Metro Area', 'Wichita, KS Metro Area')",1044,1030,-14
"('Pensacola-Ferry Pass-Brent, FL Metro Area', 'Mobile, AL Metro Area')",1045,1021,-24
"('Tulsa, OK Metro Area', 'Fayetteville-Springdale-Rogers, AR-MO Metro Area')",1046,1008,-38
"('Urban Honolulu, HI Metro Area', 'El Paso, TX Metro Area')",1047,996,-51
"('Salt Lake City, UT Metro Area', 'Idaho Falls, ID Metro Area')",1050,984,-66
"('Odessa, TX Metro Area', 'El Paso, TX Metro Area')",1051,1070,19
"('Columbia, SC Metro Area', 'Charleston-North Charleston, SC Metro Area')",1053,1017,-36
"('Louisville/Jefferson County, KY-IN Metro Area', 'Clarksville, TN-KY Metro Area')",1054,1067,13
"('Cleveland-Elyria, OH Metro Area', 'Pittsburgh, PA Metro Area')",1055,997,-58
"('Charleston-North Charleston, SC Metro Area', 'Columbia, SC Metro Area')",1057,1062,5
"('Fresno, CA Metro Area', 'Hanford-Corcoran, CA Metro Area')",1058,1001,-57
"('Auburn-Opelika, AL Metro Area', 'Daphne-Fairhope-Foley, AL Metro Area')",1060,1086,26
"('Fresno, CA Metro Area', 'Madera, CA Metro Area')",1061,1019,-42
"('Harrisburg-Carlisle, PA Metro Area', 'Lebanon, PA Metro Area')",1062,1003,-59
"('Grand Rapids-Wyoming, MI Metro Area', 'Kalamazoo-Portage, MI Metro Area')",1063,1002,-61
"('Wilmington, NC Metro Area', 'Jacksonville, NC Metro Area')",1064,1013,-51
"('Auburn-Opelika, AL Metro Area', 'Columbus, GA-AL Metro Area')",1066,1192,126
"('Idaho Falls, ID Metro Area', 'Provo-Orem, UT Metro Area')",1067,1116,49
"('Baton Rouge, LA Metro Area', 'Lake Charles, LA Metro Area')",1068,1053,-15
"('Jacksonville, FL Metro Area', 'Tampa-St. Petersburg-Clearwater, FL Metro Area')",1070,1005,-65
"('Wichita, KS Metro Area', 'Oklahoma City, OK Metro Area')",1071,995,-76
"('Hilton Head Island-Bluffton-Beaufort, SC Metro Area', 'Columbia, SC Metro Area')",1072,1058,-14
"('Hartford-West Hartford-East Hartford, CT Metro Area', 'New Haven-Milford, CT Metro Area')",1073,1006,-67
"('Richmond, VA Metro Area', 'Virginia Beach-Norfolk-Newport News, VA-NC Metro Area')",1074,959,-115
"('Madison, WI Metro Area', 'La Crosse-Onalaska, WI-MN Metro Area')",1075,1027,-48
"('Crestview-Fort Walton Beach-Destin, FL Metro Area', 'Panama City, FL Metro Area')",1076,1033,-43
"('Midland, TX Metro Area', 'Odessa, TX Metro Area')",1077,704,-373
"('Baton Rouge, LA Metro Area', 'Lafayette, LA Metro Area')",1078,1048,-30
"('Columbus, GA-AL Metro Area', 'Auburn-Opelika, AL Metro Area')",1079,1150,71
"('Charleston-North Charleston, SC Metro Area', 'Virginia Beach-Norfolk-Newport News, VA-NC Metro Area')",1080,1020,-60
"('Midland, TX Metro Area', 'San Antonio-New Braunfels, TX Metro Area')",1081,1120,39
"('Lafayette, LA Metro Area', 'Baton Rouge, LA Metro Area')",1083,1168,85
"('Augusta-Richmond County, GA-SC Metro Area', 'Columbia, SC Metro Area')",1084,1057,-27
"('Boise City, ID Metro Area', ""Coeur d'Alene, ID Metro Area"")",1085,1016,-69
"('Parkersburg-Vienna, WV Metro Area', 'Charleston, WV Metro Area')",1086,1031,-55
"('Alexandria, LA Metro Area', 'Lafayette, LA Metro Area')",1087,1079,-8
"('Gainesville, FL Metro Area', 'Jacksonville, FL Metro Area')",1088,1206,118
"('Boise City, ID Metro Area', 'Lewiston, ID-WA Metro Area')",1089,1024,-65
"('Clarksville, TN-KY Metro Area', 'Fayetteville, NC Metro Area')",1092,1203,111
"('Jacksonville, NC Metro Area', 'Hilton Head Island-Bluffton-Beaufort, SC Metro Area')",1093,1052,-41
"('Huntington-Ashland, WV-KY-OH Metro Area', 'Charleston, WV Metro Area')",1094,1015,-79
"('Oshkosh-Neenah, WI Metro Area', 'Madison, WI Metro Area')",1095,1035,-60
"('Jacksonville, FL Metro Area', 'Virginia Beach-Norfolk-Newport News, VA-NC Metro Area')",1096,1047,-49
"('Hanford-Corcoran, CA Metro Area', 'Fresno, CA Metro Area')",1097,1026,-71
"('Staunton-Waynesboro, VA Metro Area', 'Virginia Beach-Norfolk-Newport News, VA-NC Metro Area')",1098,1082,-16
"('Tulsa, OK Metro Area', 'Oklahoma City, OK Metro Area')",1100,1014,-86
"('Madera, CA Metro Area', 'Fresno, CA Metro Area')",1101,1032,-69
"('Owensboro, KY Metro Area', 'Louisville/Jefferson County, KY-IN Metro Area')",1102,1046,-56
"('Huntsville, AL Metro Area', 'Mobile, AL Metro Area')",1103,1028,-75
"('El Paso, TX Metro Area', 'Odessa, TX Metro Area')",1104,1036,-68
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Punta Gorda, FL Metro Area')",1105,911,-194
"('Sioux City, IA-NE-SD Metro Area', 'Des Moines-West Des Moines, IA Metro Area')",1106,1018,-88
"('Charleston, WV Metro Area', 'Beckley, WV Metro Area')",1107,519,-588
"('McAllen-Edinburg-Mission, TX Metro Area', 'San Antonio-New Braunfels, TX Metro Area')",1108,1094,-14
"('Charleston-North Charleston, SC Metro Area', 'Florence, SC Metro Area')",1109,1130,21
"('Hilton Head Island-Bluffton-Beaufort, SC Metro Area', 'Charleston-North Charleston, SC Metro Area')",1110,1199,89
"('Charlottesville, VA Metro Area', 'Richmond, VA Metro Area')",1111,998,-113
"('Jacksonville, FL Metro Area', 'Gainesville, FL Metro Area')",1112,1038,-74
"('Rocky Mount, NC Metro Area', 'Greenville, NC Metro Area')",1113,1101,-12
"('Wausau, WI Metro Area', 'Madison, WI Metro Area')",1114,1084,-30
"('Winston-Salem, NC Metro Area', 'Greensboro-High Point, NC Metro Area')",1115,1050,-65
"('Fayetteville, NC Metro Area', 'Urban Honolulu, HI Metro Area')",1119,1089,-30
"('Kennewick-Richland, WA Metro Area', 'Yakima, WA Metro Area')",1120,1177,57
"('Fond du Lac, WI Metro Area', 'Oshkosh-Neenah, WI Metro Area')",1121,1054,-67
"('Fayetteville, NC Metro Area', 'Crestview-Fort Walton Beach-Destin, FL Metro Area')",1122,1189,67
"('Appleton, WI Metro Area', 'Madison, WI Metro Area')",1123,772,-351
"('Lafayette, LA Metro Area', 'Lake Charles, LA Metro Area')",1124,1055,-69
"('Dubuque, IA Metro Area', 'Iowa City, IA Metro Area')",1125,1064,-61
"('Lake Charles, LA Metro Area', 'Baton Rouge, LA Metro Area')",1126,1117,-9
